6034
Latitude Longitude
39.7504576 -104.9768087
39.7504581 -104.9764454
39.7503657 -104.9764452
39.7503658 -104.9768087
39.7501338 -104.9764737
39.7501343 -104.9763976
39.7500769 -104.976397
39.7500764 -104.9764731
39.7505606 -104.9763975
39.7505322 -104.9763973
39.7505055 -104.9765086
39.750614 -104.9767156
39.750614 -104.9766718
39.7506141 -104.9766304
39.7506142 -104.9765899
39.7506143 -104.9765496
39.750625 -104.9765091
39.750614 -104.9767612
39.7505503 -104.9767612
39.7505504 -104.9768152
39.750614 -104.976815
39.7505603 -104.9765088
39.7506296 -104.9765091
39.7506299 -104.9763978
39.7505605 -104.9764513
39.7506297 -104.9764517
39.7501504 -104.9765122
39.750211 -104.9765124
39.7502111 -104.9764225
39.7501505 -104.9764224
39.7500726 -104.9765128
39.7500731 -104.9764269
39.7500216 -104.9764264
39.750021 -104.9765122
39.7506091 -104.9763444
39.7506096 -104.9761402
39.7504935 -104.9763438
39.7504936 -104.9761398
39.7504935 -104.9763111
39.7506288 -104.9763116
39.7506091 -104.9762725
39.7504936 -104.9762805
39.7506093 -104.9762378
39.7504936 -104.9762373
39.750629 -104.9762016
39.7504936 -104.9762009
39.750629 -104.9761733
39.7504937 -104.9761726
39.7506301 -104.9761249
39.7504587 -104.976126
39.7506294 -104.9759584
39.7504586 -104.9759591
39.7504851 -104.976126
39.750485 -104.9759378
39.7505105 -104.9760383
39.7505167 -104.9759584
39.7505429 -104.9761256
39.7505422 -104.9759377
39.7505694 -104.9761254
39.7505688 -104.9759582
39.7505983 -104.9761251
39.7505976 -104.9759376
39.7502875 -104.9763349
39.7502874 -104.9762713
39.7502168 -104.9762713
39.750217 -104.9763351
39.7501113 -104.9763271
39.7501112 -104.9762493
39.7500213 -104.9762495
39.7500214 -104.9763273
39.7502849 -104.9761586
39.7502842 -104.9759338
39.7502638 -104.9759339
39.7502638 -104.9759465
39.7502196 -104.9759468
39.7502198 -104.9760109
39.750226 -104.9760109
39.7502262 -104.97608
39.7502312 -104.97608
39.7502314 -104.9761592
39.7501969 -104.9761797
39.750197 -104.9761032
39.750213 -104.9761032
39.750213 -104.9759734
39.7502083 -104.9759734
39.7502083 -104.9759483
39.7501423 -104.9759483
39.7501371 -104.9759711
39.7501371 -104.9760931
39.7501544 -104.9760932
39.7501544 -104.9761797
39.7500911 -104.9761452
39.750092 -104.9759739
39.7500878 -104.9759739
39.7500879 -104.9759511
39.7500222 -104.9759505
39.7500222 -104.975969
39.7500128 -104.9759689
39.7500121 -104.9760998
39.7500271 -104.9760999
39.7500268 -104.9761437
39.7500044 -104.9761546
39.7499103 -104.9761538
39.7500054 -104.9759477
39.7499114 -104.9759469
39.7499605 -104.9759473
39.7499595 -104.9761542
39.7499064 -104.9760854
39.7498058 -104.9760807
39.7499066 -104.975971
39.7498059 -104.97597
39.7498572 -104.9759535
39.749857 -104.9761188
39.749793 -104.9760192
39.7495917 -104.9760659
39.7495922 -104.9759139
39.7498044 -104.9759159
39.7497495 -104.9759153
39.7497486 -104.9760672
39.7496985 -104.9760175
39.7496992 -104.9759148
39.7496453 -104.9760662
39.7496457 -104.9759141
39.7497238 -104.9763442
39.749723 -104.97613
39.7496051 -104.9763445
39.7496047 -104.9761304
39.7496051 -104.9762745
39.7496881 -104.9762744
39.7497231 -104.9762005
39.7496048 -104.9762007
39.7498172 -104.9763287
39.7499976 -104.9763304
39.7499981 -104.9762559
39.7498176 -104.9762543
39.7501795 -104.9755799
39.7501356 -104.9755791
39.7498352 -104.9755963
39.7497708 -104.9755832
39.7497708 -104.9756158
39.7497144 -104.9756049
39.7505331 -104.9755669
39.7504498 -104.9755655
39.7504408 -104.975565
39.7506259 -104.9755659
39.7505405 -104.975565
39.7503415 -104.9755922
39.7502697 -104.9755913
39.749663 -104.97561
39.7496068 -104.9756046
39.7488895 -104.976755
39.7488902 -104.976599
39.7488349 -104.9765986
39.7488342 -104.9767546
39.748785 -104.9767542
39.7487857 -104.9765982
39.7486391 -104.9767551
39.7486399 -104.976647
39.7486285 -104.9766469
39.7486291 -104.976563
39.7485744 -104.9765624
39.7485739 -104.9766355
39.7486109 -104.9767668
39.748611 -104.9767548
39.7486418 -104.9765012
39.7486421 -104.9764255
39.7485844 -104.9764251
39.7485841 -104.9765009
39.7487112 -104.9765099
39.7486565 -104.9765096
39.7486568 -104.9764258
39.7487115 -104.9764261
39.7487782 -104.9767674
39.7487785 -104.976632
39.7486903 -104.9766317
39.74869 -104.9767671
39.7489931 -104.9767793
39.7489929 -104.976716
39.748998 -104.976716
39.7489978 -104.9766565
39.7489906 -104.9766565
39.7489904 -104.976585
39.7489413 -104.9765852
39.7489413 -104.976592
39.7489069 -104.9765922
39.7489074 -104.9767506
39.7489533 -104.9767504
39.7489534 -104.9767795
39.7493402 -104.976783
39.7493401 -104.9767255
39.7493536 -104.9767255
39.7493535 -104.976654
39.7493391 -104.9766541
39.749339 -104.9766016
39.7492793 -104.9766017
39.7492793 -104.9766493
39.7492676 -104.9766494
39.7492679 -104.9767832
39.7493463 -104.9765655
39.7493465 -104.97648
39.7492748 -104.9764798
39.7492746 -104.9765653
39.7493466 -104.9764012
39.749275 -104.976401
39.7491047 -104.976797
39.74924 -104.9767954
39.7491026 -104.976506
39.7492379 -104.9765044
39.7492006 -104.9765049
39.7492026 -104.9767959
39.7491687 -104.9767963
39.7491669 -104.9765053
39.7491383 -104.9767965
39.749136 -104.9765055
39.7491031 -104.9764974
39.7491031 -104.9764055
39.749032 -104.9764055
39.749032 -104.9764974
39.7490977 -104.9767273
39.7490972 -104.9765566
39.7490184 -104.976557
39.7490187 -104.9766711
39.7490373 -104.976671
39.7490375 -104.9767276
39.7488393 -104.976415
39.7489697 -104.9764155
39.7489695 -104.9765053
39.7488391 -104.9765049
39.7489026 -104.9763282
39.7489031 -104.9762537
39.7488355 -104.976253
39.7488351 -104.9763274
39.7488262 -104.9763286
39.7488258 -104.9762394
39.748767 -104.9762399
39.7487674 -104.9763291
39.7491758 -104.9763308
39.7491119 -104.9763308
39.7491119 -104.9762557
39.7491758 -104.9762557
39.7486182 -104.9763294
39.7489979 -104.9763354
39.7489081 -104.9763343
39.7489088 -104.9762397
39.7489985 -104.9762409
39.748618 -104.97625
39.7486077 -104.9761666
39.7486079 -104.9759776
39.7485782 -104.9759775
39.7485782 -104.9759697
39.748747 -104.9761804
39.7487468 -104.9760884
39.7487536 -104.9760884
39.7487532 -104.9759522
39.7486918 -104.9759524
39.7486922 -104.9760831
39.748703 -104.9760831
39.7487033 -104.9761806
39.7486881 -104.9761741
39.7486885 -104.9759466
39.748619 -104.9759464
39.7486188 -104.9760847
39.7486286 -104.9760847
39.7486284 -104.976174
39.7488083 -104.9761301
39.7488086 -104.9760855
39.7488235 -104.9760856
39.7488243 -104.9759521
39.7487585 -104.9759515
39.7487578 -104.9760836
39.748767 -104.9760837
39.7487667 -104.9761297
39.7488297 -104.9759682
39.7488295 -104.9760695
39.7488403 -104.9760695
39.7488402 -104.9761219
39.7490159 -104.9761345
39.7490104 -104.9759683
39.7489437 -104.9759441
39.7489388 -104.9761791
39.7489529 -104.9761792
39.748953 -104.976164
39.7491909 -104.9760822
39.7493737 -104.9760816
39.7493734 -104.9759648
39.7491634 -104.9761409
39.7491637 -104.9760879
39.7491799 -104.976088
39.7491807 -104.9759672
39.749112 -104.9759649
39.7491109 -104.9761403
39.7490861 -104.9761648
39.7490864 -104.9760868
39.7491043 -104.9760869
39.7491048 -104.9759726
39.7490329 -104.9759713
39.7490328 -104.9761645
39.7491907 -104.9759643
39.749311 -104.9759337
39.7493113 -104.9760818
39.7492503 -104.9759341
39.7492507 -104.9760819
39.7493565 -104.9763435
39.7493568 -104.9761286
39.7492418 -104.9763433
39.7492421 -104.9761284
39.7492419 -104.9762744
39.7493566 -104.9762747
39.7493567 -104.9761989
39.749242 -104.9761986
39.7488692 -104.976122
39.7488694 -104.9759683
39.748897 -104.9761222
39.7488971 -104.9760726
39.748908 -104.9760727
39.7489082 -104.9759683
39.7490658 -104.9755816
39.7491274 -104.9755818
39.7488897 -104.9755932
39.7488274 -104.9755925
39.7487533 -104.9755984
39.7486925 -104.9755978
39.749331 -104.9755989
39.7492551 -104.975598
39.7490299 -104.975579
39.7489672 -104.9755784
39.7489621 -104.9755769
39.7488961 -104.9755773
39.7488238 -104.9755695
39.7487591 -104.9755691
39.7485854 -104.975576
39.7486842 -104.975578
39.7486041 -104.9755777
39.7500733 -104.9776988
39.7500733 -104.9776046
39.7500199 -104.9776046
39.7500199 -104.9776988
39.7500042 -104.9776988
39.7500042 -104.9776046
39.7499508 -104.9776046
39.7499508 -104.9776988
39.7499392 -104.9776974
39.7499392 -104.9776032
39.7498858 -104.9776032
39.7498858 -104.9776974
39.7498681 -104.9777001
39.7498681 -104.9776059
39.7498147 -104.9776059
39.7498147 -104.9777001
39.7487676 -104.9783919
39.7487679 -104.9784471
39.7502972 -104.9763064
39.750297 -104.9762766
39.750315 -104.9762764
39.7503152 -104.9763063
39.7502662 -104.9764468
39.750266 -104.9764201
39.7502856 -104.97642
39.7502858 -104.9764466
39.7490269 -104.975579
39.748974 -104.9755785
39.7490269 -104.975593
39.7489739 -104.9755925
39.7489584 -104.9755769
39.7488999 -104.9755773
39.7489584 -104.9755959
39.7488999 -104.9755959
39.7486071 -104.9755777
39.7486806 -104.975578
39.7486806 -104.9755954
39.7486071 -104.9755951
39.7485799 -104.9755759
39.7485798 -104.9755989
39.7490163 -104.9759683
39.7490105 -104.9759444
39.7489394 -104.9759668
39.7489436 -104.9759668
39.7489715 -104.9761343
39.7489714 -104.9761641
39.7490325 -104.976088
39.749033 -104.9761231
39.749036 -104.9761232
39.7490361 -104.976088
39.7490365 -104.9759713
39.7490993 -104.9759726
39.7490994 -104.9759488
39.7490366 -104.9759484
39.7491315 -104.9759651
39.7491738 -104.9759671
39.7491739 -104.975951
39.7491316 -104.9759506
39.7493452 -104.9759649
39.7492817 -104.9759644
39.7492647 -104.9759644
39.7492251 -104.9759641
39.749225 -104.9759342
39.7492816 -104.9759338
39.7493451 -104.9759334
39.7492647 -104.975934
39.7492422 -104.976082
39.7492166 -104.9760821
39.7492166 -104.976099
39.7492422 -104.9760989
39.7492049 -104.9764411
39.7492075 -104.9764756
39.7492341 -104.9764722
39.7492315 -104.9764377
39.7487852 -104.9764204
39.7487854 -104.9764851
39.7488362 -104.976485
39.748836 -104.9764202
39.7487614 -104.9765975
39.7487616 -104.9765617
39.7487257 -104.9765613
39.7487255 -104.9765972
39.7496068 -104.9755963
39.7496009 -104.9755963
39.7496229 -104.9756047
39.7496229 -104.9756109
39.749663 -104.9756171
39.7496916 -104.9756172
39.7496916 -104.9756048
39.7497456 -104.9756046
39.7497456 -104.9756157
39.7498085 -104.9755836
39.7498084 -104.9755968
39.7499231 -104.9755848
39.7498589 -104.9755843
39.7500595 -104.9755841
39.7499953 -104.9755835
39.7501794 -104.9755894
39.750212 -104.97559
39.7504324 -104.9755649
39.7504322 -104.9755927
39.7503673 -104.9755918
39.7504598 -104.9755656
39.7505248 -104.9755669
39.7505247 -104.9755925
39.7504597 -104.9755921
39.7506169 -104.9755659
39.7505505 -104.975565
39.7506169 -104.9755925
39.7505505 -104.9755925
39.7505167 -104.9760308
39.7505106 -104.9761259
39.7505233 -104.9761258
39.750523 -104.9760392
39.750481 -104.9759591
39.7505167 -104.9759378
39.750481 -104.9759378
39.7505289 -104.9759584
39.7505514 -104.9759583
39.7505513 -104.9759376
39.7505289 -104.9759377
39.7505687 -104.9759377
39.7506073 -104.9759585
39.7506072 -104.9759376
39.7505503 -104.9762723
39.7504935 -104.976263
39.7505451 -104.9762808
39.7505446 -104.9762631
39.7506094 -104.9762277
39.7506289 -104.9762278
39.7506091 -104.9763085
39.7506091 -104.97634
39.7506288 -104.9763401
39.7506288 -104.9763086
39.7506096 -104.9761732
39.7501423 -104.9759711
39.7502627 -104.9762714
39.7502353 -104.9762712
39.7502626 -104.9762572
39.7502353 -104.9762573
39.7502816 -104.9761586
39.7502387 -104.9761592
39.7502817 -104.9762048
39.7502389 -104.976205
39.750085 -104.9761451
39.7500349 -104.9761438
39.7500849 -104.976165
39.7500348 -104.9761646
39.749897 -104.975971
39.7498141 -104.97597
39.7498141 -104.9759532
39.749897 -104.9759535
39.749904 -104.9760854
39.749904 -104.9761067
39.7498921 -104.9761189
39.7498921 -104.9761067
39.7498175 -104.9761189
39.7498176 -104.9760807
39.7496877 -104.9760667
39.7497084 -104.9760669
39.7497088 -104.9760176
39.7496878 -104.9760174
39.7498038 -104.9760193
39.7497927 -104.9760677
39.7497231 -104.9762643
39.7497237 -104.9762876
39.7496881 -104.9762644
39.7496881 -104.9762877
39.7498068 -104.9767793
39.7498106 -104.9768004
39.7503659 -104.9767611
39.7503747 -104.9767611
39.7503751 -104.97649
39.7503656 -104.97649
39.750515 -104.976792
39.750499 -104.9767613
39.7504989 -104.9767156
39.7504988 -104.9766717
39.7504989 -104.9766302
39.7504989 -104.9765895
39.7504991 -104.9765491
39.750499 -104.9767921
39.7505395 -104.9768152
39.7505394 -104.9768075
39.750515 -104.9768076
39.7504991 -104.9765351
39.7505054 -104.9765352
39.7505319 -104.9764821
39.7505056 -104.976482
39.7506143 -104.9765294
39.7504053 -104.9768088
39.7504265 -104.9768086
39.7504265 -104.976826
39.7504053 -104.9768259
39.7503524 -104.9766371
39.7502908 -104.9766158
39.7502956 -104.9766763
39.7502908 -104.9766763
39.7503232 -104.9764243
39.7503234 -104.9764478
39.7503471 -104.9764474
39.7503469 -104.9764239
39.750146 -104.9766928
39.7501337 -104.9766928
39.750146 -104.9767382
39.7501343 -104.9767382
39.7500775 -104.9767785
39.7500775 -104.9767975
39.7499043 -104.9768003
39.7499042 -104.9767792
39.7499353 -104.9764836
39.7499675 -104.9767796
39.749993 -104.9767787
39.7499676 -104.9768023
39.7499931 -104.9768021
39.750107 -104.9771341
39.7500801 -104.9771464
39.7501361 -104.9772699
39.7501362 -104.9773064
39.7500723 -104.9772705
39.7500175 -104.9772666
39.7500034 -104.9772667
39.7500724 -104.9772843
39.7500645 -104.9772844
39.7500648 -104.9773323
39.7505804 -104.9771358
39.7505804 -104.9771174
39.7498908 -104.9773368
39.7499348 -104.9773368
39.7498909 -104.9773564
39.7499349 -104.977356
39.7498061 -104.9775329
39.7498066 -104.9774978
39.7498278 -104.9774984
39.7498273 -104.9775334
39.7497554 -104.9774309
39.7497544 -104.9775096
39.749759 -104.9775097
39.7497589 -104.9775169
39.7497781 -104.9775173
39.7497792 -104.9774314
39.7508609 -104.97712
39.7508684 -104.9770975
39.7508646 -104.9764439
39.7508647 -104.9765034
39.7508494 -104.9765033
39.7508495 -104.9764438
39.7508491 -104.9759327
39.7508491 -104.9759908
39.7508733 -104.9756446
39.7508731 -104.9755652
39.7534795 -104.9779432
39.7534238 -104.977906
39.7533697 -104.977675
39.75348 -104.9776754
39.7518888 -104.9780338
39.7516688 -104.9780362
39.751666 -104.9775977
39.751886 -104.9775953
39.7514601 -104.9780395
39.7513253 -104.9780393
39.7513257 -104.9775895
39.7514606 -104.9775897
39.751435 -104.9783019
39.7514011 -104.9782358
39.7517531 -104.9782824
39.7517271 -104.9783224
39.7548565 -104.9777625
39.7549401 -104.9776535
39.7547431 -104.9776144
39.7552776 -104.9772095
39.7553658 -104.9770943
39.7551848 -104.9768598
39.7550966 -104.976975
39.7549889 -104.9775903
39.7547462 -104.9774009
39.7550417 -104.9775215
39.7549218 -104.9773654
39.7547481 -104.9772747
39.7550425 -104.9775205
39.755168 -104.9773586
39.7551043 -104.9772751
39.7549788 -104.977437
39.7548689 -104.9774342
39.7549848 -104.9771164
39.7549285 -104.9770428
39.7551343 -104.9767766
39.7551906 -104.9768503
39.755375 -104.9770847
39.7552641 -104.9769402
39.7553472 -104.9767949
39.7554118 -104.9768644
39.7554236 -104.9768496
39.7554144 -104.9768155
39.7554235 -104.9767157
39.7542031 -104.9780309
39.7543099 -104.9780301
39.754345 -104.9780177
39.7543753 -104.9780318
39.7543805 -104.9780086
39.7544216 -104.9780315
39.7544377 -104.9779968
39.7544348 -104.9779932
39.7544543 -104.9779627
39.7544507 -104.9779587
39.7544699 -104.977929
39.7544956 -104.9779593
39.7545154 -104.9779359
39.7544989 -104.9778979
39.7545313 -104.9778738
39.7545165 -104.9778444
39.7545292 -104.9778337
39.7545105 -104.9777911
39.7545038 -104.9777978
39.7545039 -104.9777656
39.7544894 -104.9777655
39.7544895 -104.9777228
39.754505 -104.9777228
39.7545051 -104.9776828
39.75453 -104.9776829
39.7545298 -104.9775881
39.7544344 -104.9775886
39.7544343 -104.9775968
39.7537918 -104.9776002
39.7537918 -104.9775838
39.753708 -104.9775835
39.7537078 -104.977704
39.753788 -104.9777042
39.7537885 -104.9777109
39.7541213 -104.9777083
39.7541213 -104.977702
39.7543683 -104.9777048
39.7543684 -104.9776632
39.7543979 -104.9776633
39.7543977 -104.9777871
39.754379 -104.977787
39.754348 -104.9777554
39.7543223 -104.9777981
39.7543313 -104.9778073
39.754312 -104.9778393
39.754279 -104.9778407
39.7542572 -104.9777847
39.7542216 -104.9778081
39.7542318 -104.9778344
39.7542203 -104.977842
39.7542201 -104.9779007
39.7541312 -104.9779017
39.7541317 -104.9778372
39.7540944 -104.977837
39.7540945 -104.9777965
39.7540542 -104.9777963
39.7540542 -104.9778109
39.7539569 -104.9778105
39.7539568 -104.9778226
39.7539248 -104.9778224
39.7539249 -104.9779
39.7538347 -104.9778993
39.7538351 -104.9778188
39.7538044 -104.9778197
39.7538046 -104.9777939
39.7537084 -104.9778077
39.7537079 -104.9780276
39.753815 -104.9780295
39.7538155 -104.9780146
39.7538502 -104.9780143
39.7538499 -104.9779245
39.7538965 -104.977925
39.7538956 -104.978014
39.7539306 -104.9780144
39.7539304 -104.9780307
39.7539647 -104.9780323
39.7539649 -104.9780163
39.7540001 -104.9780169
39.7540001 -104.9780312
39.754108 -104.9780323
39.7541077 -104.977995
39.7541318 -104.9779947
39.7541313 -104.9779314
39.7542043 -104.9779312
39.751657 -104.9783217
39.7514833 -104.9783248
39.7514348 -104.9783242
39.7514134 -104.9783016
39.7514135 -104.9782847
39.7514008 -104.9782845
39.7517272 -104.978301
39.7517417 -104.9783011
39.7517418 -104.9782865
39.7517533 -104.9782396
39.7534238 -104.977943
39.7533693 -104.9779058
39.7550121 -104.9756988
39.7549078 -104.9755696
39.7548896 -104.9755931
39.7549088 -104.9756183
39.75493 -104.9755909
39.7553389 -104.976178
39.7554478 -104.9755792
39.7554577 -104.9756285
39.7554121 -104.975644
39.7554227 -104.9756965
39.7553793 -104.9757112
39.755401 -104.9758195
39.7553338 -104.9758424
39.7553454 -104.9759
39.7552871 -104.9759198
39.7549308 -104.9770458
39.7547907 -104.9782454
39.7552372 -104.9784182
39.7552856 -104.9783554
39.7553745 -104.9784715
39.7553302 -104.9784136
