Latitude Longitude
39.770352 -104.959597
39.770165 -104.965864
39.770152 -104.964642
39.768255 -104.962148
39.767057 -104.962149
39.765878 -104.962151
39.765874 -104.963372
39.767052 -104.963376
39.76824 -104.963375
39.767009 -104.965805
39.767055 -104.964658
39.768253 -104.964639
39.76826 -104.96587
39.765876 -104.964657
39.765813 -104.96581
39.765872 -104.960916
39.767054 -104.96092
39.768253 -104.960924
